domain,n_agents,topology_family,condition,prompt_id,variation_type,answer_entropy,flip_rate,self_consistency,total_tokens,total_cost
games,4,star,team,12,seed,0.7455,0.2198,0.7565,2902,0.008706
games,4,full,team,12,seed,0.5632,0.1046,0.7918,3173,0.009519
games,4,hierarchy,team,12,seed,0.656,0.0818,0.6976,3558,0.010674
games,6,chain,team,12,seed,0.5051,0.1892,0.6851,5490,0.01647
games,6,star,team,12,seed,0.5072,0.1563,0.9009,5527,0.016581
games,6,full,team,12,seed,0.4609,0.101,0.7783,5044,0.015132
games,6,hierarchy,team,12,seed,0.5311,0.1389,0.848,4745,0.014235
games,8,chain,team,12,seed,0.7266,0.157,0.8543,6628,0.019884
games,8,star,team,12,seed,0.543,0.0943,0.7523,6694,0.020082
games,8,full,team,12,seed,0.5155,0.1049,0.7407,5529,0.016587
games,8,hierarchy,team,12,seed,0.324,0.0626,0.7905,7120,0.02136
games,1,none,single_llm,12,paraphrase,1.278,0.2744,0.4966,786,0.002358
games,4,none,ensemble,12,paraphrase,1.2315,0.2371,0.5866,3745,0.011235
games,6,none,ensemble,12,paraphrase,0.9522,0.3154,0.6569,4958,0.014874
games,8,none,ensemble,12,paraphrase,0.9233,0.2279,0.7427,5521,0.016563
games,4,chain,team,12,paraphrase,0.8428,0.2871,0.6692,3192,0.009576
games,4,star,team,12,paraphrase,0.6977,0.2071,0.7123,2846,0.008538
games,4,full,team,12,paraphrase,0.7623,0.184,0.7756,2821,0.008463
games,4,hierarchy,team,12,paraphrase,0.7234,0.235,0.7863,3305,0.009915
games,6,chain,team,12,paraphrase,0.6304,0.2547,0.6093,4779,0.014337
games,6,star,team,12,paraphrase,0.8013,0.21,0.748,5063,0.015189
games,6,full,team,12,paraphrase,0.6612,0.1048,0.6705,4900,0.0147
games,6,hierarchy,team,12,paraphrase,0.5501,0.2672,0.7189,3871,0.011613
games,8,chain,team,12,paraphrase,0.4499,0.1033,0.7133,6279,0.018837
games,8,star,team,12,paraphrase,0.4842,0.2265,0.8149,6290,0.01887
games,8,full,team,12,paraphrase,0.2832,0.188,0.7928,6598,0.019794
games,8,hierarchy,team,12,paraphrase,0.6448,0.1467,0.8454,5785,0.017355
games,1,none,single_llm,13,seed,1.3124,0.2488,0.4849,921,0.002763
games,4,none,ensemble,13,seed,0.8687,0.292,0.6642,3166,0.009498
games,6,none,ensemble,13,seed,0.9818,0.2154,0.5832,4414,0.013242
games,8,none,ensemble,13,seed,0.8161,0.2281,0.636,5936,0.017808
games,4,chain,team,13,seed,0.6718,0.2054,0.6712,2998,0.008994
games,4,star,team,13,seed,0.6071,0.2209,0.8105,3153,0.009459
games,4,full,team,13,seed,0.6108,0.1756,0.7392,2833,0.008499
games,4,hierarchy,team,13,seed,0.606,0.1746,0.7018,3251,0.009753
games,6,chain,team,13,seed,0.6446,0.1113,0.7559,4694,0.014082
games,6,star,team,13,seed,0.5557,0.1442,0.7119,4194,0.012582
games,6,full,team,13,seed,0.4945,0.1659,0.6839,4965,0.014895
games,6,hierarchy,team,13,seed,0.6606,0.1486,0.8021,4462,0.013386
games,8,chain,team,13,seed,0.4847,0.0885,0.6478,7003,0.021009
games,8,star,team,13,seed,0.3482,0.1051,0.7257,5497,0.016491
games,8,full,team,13,seed,0.3993,0.0742,0.8239,6689,0.020067
games,8,hierarchy,team,13,seed,0.4988,0.1429,0.8639,5716,0.017148
games,1,none,single_llm,13,paraphrase,1.2718,0.478,0.5985,686,0.002058
games,4,none,ensemble,13,paraphrase,0.9425,0.3779,0.6405,3262,0.009786
games,6,none,ensemble,13,paraphrase,0.8721,0.2681,0.6673,4678,0.014034
games,8,none,ensemble,13,paraphrase,0.8249,0.2723,0.6493,6740,0.02022
games,4,chain,team,13,paraphrase,1.1014,0.2089,0.7162,2956,0.008868
games,4,star,team,13,paraphrase,0.8177,0.2519,0.7681,3576,0.010728
games,4,full,team,13,paraphrase,0.7492,0.2753,0.6228,3708,0.011124
games,4,hierarchy,team,13,paraphrase,0.8175,0.3031,0.659,2934,0.008802
games,6,chain,team,13,paraphrase,0.6662,0.2341,0.7288,5320,0.01596
games,6,star,team,13,paraphrase,0.4251,0.2437,0.745,4702,0.014106
games,6,full,team,13,paraphrase,0.4245,0.2049,0.6339,5111,0.015333
games,6,hierarchy,team,13,paraphrase,0.4724,0.2169,0.7287,5361,0.016083
games,8,chain,team,13,paraphrase,0.5588,0.1856,0.6997,7214,0.021642
games,8,star,team,13,paraphrase,0.5803,0.1679,0.7432,5397,0.016191
games,8,full,team,13,paraphrase,0.5355,0.0929,0.8026,6482,0.019446
games,8,hierarchy,team,13,paraphrase,0.7854,0.1493,0.7399,7550,0.02265
games,1,none,single_llm,14,seed,1.3787,0.3082,0.5657,800,0.0024
games,4,none,ensemble,14,seed,0.9338,0.2151,0.6446,2688,0.008064
games,6,none,ensemble,14,seed,0.8344,0.2498,0.6764,4024,0.012072
games,8,none,ensemble,14,seed,0.8686,0.2266,0.6864,6220,0.01866
games,4,chain,team,14,seed,0.5799,0.179,0.7131,3593,0.010779
games,4,star,team,14,seed,0.616,0.2156,0.7431,3279,0.009837
games,4,full,team,14,seed,0.6359,0.2049,0.7533,2696,0.008088
games,4,hierarchy,team,14,seed,0.5618,0.1787,0.6975,3331,0.009993
games,6,chain,team,14,seed,0.525,0.2697,0.6677,4897,0.014691
games,6,star,team,14,seed,0.4088,0.125,0.7917,3683,0.011049
games,6,full,team,14,seed,0.5153,0.2009,0.772,4924,0.014772
games,6,hierarchy,team,14,seed,0.6441,0.1482,0.7456,3707,0.011121
games,8,chain,team,14,seed,0.5608,0.1488,0.7144,6481,0.019443
games,8,star,team,14,seed,0.3883,0.1022,0.8253,5543,0.016629
games,8,full,team,14,seed,0.5214,0.0474,0.7719,7630,0.02289
games,8,hierarchy,team,14,seed,0.5794,0.1372,0.738,6061,0.018183
games,1,none,single_llm,14,paraphrase,1.291,0.4123,0.5036,797,0.002391
games,4,none,ensemble,14,paraphrase,0.9543,0.2379,0.579,3492,0.010476
games,6,none,ensemble,14,paraphrase,0.734,0.2778,0.6008,4853,0.014559
games,8,none,ensemble,14,paraphrase,0.7834,0.3422,0.7204,5560,0.01668
games,4,chain,team,14,paraphrase,0.8771,0.249,0.6712,3300,0.0099
games,4,star,team,14,paraphrase,0.7108,0.2857,0.6913,3001,0.009003
games,4,full,team,14,paraphrase,0.6644,0.2074,0.795,3401,0.010203
games,4,hierarchy,team,14,paraphrase,0.951,0.3507,0.6685,3222,0.009666
games,6,chain,team,14,paraphrase,0.534,0.2036,0.6831,4292,0.012876
games,6,star,team,14,paraphrase,0.4964,0.199,0.6838,5204,0.015612
games,6,full,team,14,paraphrase,0.4798,0.2971,0.7321,4834,0.014502
games,6,hierarchy,team,14,paraphrase,0.4921,0.283,0.7906,4942,0.014826
games,8,chain,team,14,paraphrase,0.442,0.2218,0.6689,7335,0.022005
games,8,star,team,14,paraphrase,0.6076,0.1872,0.6332,5770,0.01731
games,8,full,team,14,paraphrase,0.5654,0.2118,0.8205,5381,0.016143
games,8,hierarchy,team,14,paraphrase,0.5768,0.234,0.6621,6394,0.019182
games,1,none,single_llm,15,seed,1.2411,0.332,0.4203,773,0.002319
games,4,none,ensemble,15,seed,0.8607,0.2426,0.6162,3058,0.009174
games,6,none,ensemble,15,seed,0.8134,0.2494,0.6717,4603,0.013809
games,8,none,ensemble,15,seed,0.7611,0.1123,0.7586,6399,0.019197
games,4,chain,team,15,seed,0.734,0.2584,0.6424,2568,0.007704
games,4,star,team,15,seed,0.7074,0.1897,0.7785,3052,0.009156
games,4,full,team,15,seed,0.7164,0.2073,0.8042,3116,0.009348
games,4,hierarchy,team,15,seed,0.4892,0.2308,0.8211,3406,0.010218
games,6,chain,team,15,seed,0.4836,0.2017,0.7977,5548,0.016644
games,6,star,team,15,seed,0.434,0.1357,0.822,4827,0.014481
games,6,full,team,15,seed,0.3799,0.1413,0.8236,4842,0.014526
games,6,hierarchy,team,15,seed,0.5636,0.1444,0.8485,4367,0.013101
games,8,chain,team,15,seed,0.4379,0.1538,0.8089,5441,0.016323
games,8,star,team,15,seed,0.3156,0.0418,0.7966,5684,0.017052
games,8,full,team,15,seed,0.3782,0.1298,0.7729,6548,0.019644
games,8,hierarchy,team,15,seed,0.4367,0.1602,0.8088,5957,0.017871
games,1,none,single_llm,15,paraphrase,1.2547,0.4726,0.5375,688,0.002064
games,4,none,ensemble,15,paraphrase,1.0587,0.2558,0.6948,3527,0.010581
games,6,none,ensemble,15,paraphrase,0.933,0.2951,0.6375,5125,0.015375
games,8,none,ensemble,15,paraphrase,0.7855,0.2801,0.7423,6040,0.01812
games,4,chain,team,15,paraphrase,0.7484,0.2322,0.6468,2614,0.007842
games,4,star,team,15,paraphrase,0.833,0.3224,0.8013,2679,0.008037
games,4,full,team,15,paraphrase,0.8025,0.2869,0.7172,3232,0.009696
games,4,hierarchy,team,15,paraphrase,0.5792,0.2707,0.6668,3263,0.009789
games,6,chain,team,15,paraphrase,0.4955,0.2565,0.7658,4424,0.013272
games,6,star,team,15,paraphrase,0.4879,0.1185,0.7313,4520,0.01356
games,6,full,team,15,paraphrase,0.4165,0.2029,0.7321,4283,0.012849
games,6,hierarchy,team,15,paraphrase,0.5661,0.2576,0.7648,4737,0.014211
games,8,chain,team,15,paraphrase,0.6386,0.1669,0.7266,6494,0.019482
games,8,star,team,15,paraphrase,0.4797,0.2008,0.716,6726,0.020178
games,8,full,team,15,paraphrase,0.5519,0.0466,0.8245,4449,0.013347
games,8,hierarchy,team,15,paraphrase,0.4851,0.2343,0.7291,5461,0.016383
games,1,none,single_llm,16,seed,1.0359,0.4116,0.4155,890,0.00267
games,4,none,ensemble,16,seed,0.8934,0.1904,0.615,2874,0.008622
games,6,none,ensemble,16,seed,0.9221,0.2639,0.5869,4606,0.013818
games,8,none,ensemble,16,seed,0.6464,0.273,0.649,7426,0.022278
games,4,chain,team,16,seed,0.7267,0.1735,0.7061,2943,0.008829
games,4,star,team,16,seed,0.5525,0.1938,0.7086,2502,0.007506
games,4,full,team,16,seed,0.612,0.0979,0.7424,2909,0.008727
games,4,hierarchy,team,16,seed,0.6129,0.28,0.7628,3278,0.009834
games,6,chain,team,16,seed,0.394,0.1486,0.7654,4308,0.012924
games,6,star,team,16,seed,0.6124,0.0966,0.7703,4518,0.013554
games,6,full,team,16,seed,0.508,0.0991,0.7811,4686,0.014058
games,6,hierarchy,team,16,seed,0.4682,0.1741,0.7865,4757,0.014271
games,8,chain,team,16,seed,0.4536,0.1852,0.7532,6203,0.018609
games,8,star,team,16,seed,0.4571,0.1912,0.728,6892,0.020676
games,8,full,team,16,seed,0.2273,0.112,0.8838,6712,0.020136
games,8,hierarchy,team,16,seed,0.4837,0.1109,0.7866,6238,0.018714
games,1,none,single_llm,16,paraphrase,1.1621,0.3926,0.5239,738,0.002214
games,4,none,ensemble,16,paraphrase,0.8832,0.242,0.6334,3374,0.010122
games,6,none,ensemble,16,paraphrase,0.926,0.3355,0.6553,4988,0.014964
games,8,none,ensemble,16,paraphrase,0.8665,0.2638,0.6582,7817,0.023451
games,4,chain,team,16,paraphrase,0.7648,0.2534,0.7217,3280,0.00984
games,4,star,team,16,paraphrase,0.6195,0.2949,0.7253,2844,0.008532
games,4,full,team,16,paraphrase,0.8489,0.255,0.6768,3768,0.011304
games,4,hierarchy,team,16,paraphrase,0.8459,0.2596,0.7995,3250,0.00975
games,6,chain,team,16,paraphrase,0.6488,0.2083,0.7437,5028,0.015084
games,6,star,team,16,paraphrase,0.6031,0.1731,0.7511,4766,0.014298
games,6,full,team,16,paraphrase,0.4382,0.1259,0.7829,3551,0.010653
games,6,hierarchy,team,16,paraphrase,0.6421,0.1956,0.8,4563,0.013689
games,8,chain,team,16,paraphrase,0.6426,0.1975,0.7307,6871,0.020613
games,8,star,team,16,paraphrase,0.4804,0.2232,0.7053,6588,0.019764
games,8,full,team,16,paraphrase,0.5889,0.1897,0.8608,5911,0.017733
games,8,hierarchy,team,16,paraphrase,0.4088,0.1536,0.778,6718,0.020154
games,1,none,single_llm,17,seed,1.2153,0.2826,0.6037,702,0.002106
games,4,none,ensemble,17,seed,1.0391,0.3929,0.672,3386,0.010158
games,6,none,ensemble,17,seed,0.759,0.1368,0.6538,4275,0.012825
games,8,none,ensemble,17,seed,0.5764,0.2945,0.7464,6643,0.019929
games,4,chain,team,17,seed,0.6991,0.2131,0.7882,3189,0.009567
games,4,star,team,17,seed,0.7331,0.1822,0.7529,2749,0.008247
games,4,full,team,17,seed,0.4522,0.1595,0.7828,2788,0.008364
games,4,hierarchy,team,17,seed,0.6966,0.2022,0.6522,2907,0.008721
games,6,chain,team,17,seed,0.6123,0.1902,0.6969,4876,0.014628
games,6,star,team,17,seed,0.6238,0.1758,0.7799,4575,0.013725
games,6,full,team,17,seed,0.4287,0.1435,0.8044,5102,0.015306
games,6,hierarchy,team,17,seed,0.5548,0.1875,0.7794,5176,0.015528
games,8,chain,team,17,seed,0.5837,0.1212,0.6746,7387,0.022161
games,8,star,team,17,seed,0.4723,0.0548,0.7593,6893,0.020679
games,8,full,team,17,seed,0.3887,0.0829,0.875,5729,0.017187
games,8,hierarchy,team,17,seed,0.3869,0.1418,0.8045,6717,0.020151
games,1,none,single_llm,17,paraphrase,1.4167,0.4219,0.5443,779,0.002337
games,4,none,ensemble,17,paraphrase,0.9875,0.3154,0.6229,3447,0.010341
games,6,none,ensemble,17,paraphrase,0.9648,0.2895,0.6015,4832,0.014496
games,8,none,ensemble,17,paraphrase,0.8266,0.278,0.8224,6064,0.018192
games,4,chain,team,17,paraphrase,0.8522,0.3227,0.7049,3948,0.011844
games,4,star,team,17,paraphrase,0.7222,0.263,0.6901,3087,0.009261
games,4,full,team,17,paraphrase,0.7549,0.2639,0.756,3602,0.010806
games,4,hierarchy,team,17,paraphrase,0.7705,0.2467,0.8552,3326,0.009978
games,6,chain,team,17,paraphrase,0.5796,0.207,0.6675,5249,0.015747
games,6,star,team,17,paraphrase,0.5652,0.2098,0.7414,5151,0.015453
games,6,full,team,17,paraphrase,0.4869,0.1417,0.7658,5088,0.015264
games,6,hierarchy,team,17,paraphrase,0.6548,0.1824,0.7685,4442,0.013326
games,8,chain,team,17,paraphrase,0.5245,0.1756,0.7901,6805,0.020415
games,8,star,team,17,paraphrase,0.5872,0.2332,0.8956,5306,0.015918
games,8,full,team,17,paraphrase,0.4228,0.1387,0.7225,5710,0.01713
games,8,hierarchy,team,17,paraphrase,0.5167,0.1447,0.7618,6433,0.019299
games,1,none,single_llm,18,seed,1.2722,0.3805,0.5922,770,0.00231
games,4,none,ensemble,18,seed,1.1545,0.2617,0.5383,2879,0.008637
games,6,none,ensemble,18,seed,0.6093,0.2281,0.6827,4575,0.013725
games,8,none,ensemble,18,seed,0.9913,0.2358,0.7736,5804,0.017412
games,4,chain,team,18,seed,0.6301,0.2215,0.7487,2605,0.007815
games,4,star,team,18,seed,0.662,0.1906,0.7592,2939,0.008817
games,4,full,team,18,seed,0.596,0.1629,0.7845,3393,0.010179
games,4,hierarchy,team,18,seed,0.8081,0.1882,0.7372,3340,0.01002
games,6,chain,team,18,seed,0.6327,0.1574,0.7941,5270,0.01581
games,6,star,team,18,seed,0.6508,0.2159,0.7413,4806,0.014418
games,6,full,team,18,seed,0.4927,0.1208,0.7622,4086,0.012258
games,6,hierarchy,team,18,seed,0.5509,0.124,0.7789,4418,0.013254
games,8,chain,team,18,seed,0.3867,0.1627,0.7725,6770,0.02031
games,8,star,team,18,seed,0.6653,0.1344,0.8193,5710,0.01713
games,8,full,team,18,seed,0.288,0.1666,0.7588,5731,0.017193
games,8,hierarchy,team,18,seed,0.4628,0.1297,0.7399,6204,0.018612
games,1,none,single_llm,18,paraphrase,1.4644,0.3616,0.4124,875,0.002625
games,4,none,ensemble,18,paraphrase,1.0391,0.279,0.5151,2961,0.008883
games,6,none,ensemble,18,paraphrase,0.8916,0.3456,0.5878,4759,0.014277
games,8,none,ensemble,18,paraphrase,0.911,0.1493,0.752,5643,0.016929
games,4,chain,team,18,paraphrase,0.8432,0.2899,0.7542,3376,0.010128
games,4,star,team,18,paraphrase,0.5223,0.2186,0.7369,3137,0.009411
games,4,full,team,18,paraphrase,0.7778,0.2616,0.7704,3131,0.009393
games,4,hierarchy,team,18,paraphrase,0.5954,0.2418,0.7408,2851,0.008553
games,6,chain,team,18,paraphrase,0.7147,0.2711,0.721,3329,0.009987
games,6,star,team,18,paraphrase,0.4738,0.2802,0.7173,3847,0.011541
games,6,full,team,18,paraphrase,0.6951,0.1853,0.8099,4932,0.014796
games,6,hierarchy,team,18,paraphrase,0.6674,0.2293,0.7695,5893,0.017679
games,8,chain,team,18,paraphrase,0.6738,0.1501,0.7473,7130,0.02139
games,8,star,team,18,paraphrase,0.6469,0.1663,0.8132,6993,0.020979
games,8,full,team,18,paraphrase,0.7539,0.1333,0.7396,6204,0.018612
games,8,hierarchy,team,18,paraphrase,0.4976,0.1577,0.6069,6121,0.018363
games,1,none,single_llm,19,seed,1.2554,0.3204,0.6855,801,0.002403
games,4,none,ensemble,19,seed,1.0549,0.2631,0.6996,3289,0.009867
games,6,none,ensemble,19,seed,0.9824,0.2301,0.7198,4975,0.014925
games,8,none,ensemble,19,seed,0.7154,0.2286,0.8641,6226,0.018678
games,4,chain,team,19,seed,0.7719,0.2703,0.797,3203,0.009609
games,4,star,team,19,seed,0.4417,0.2107,0.659,3670,0.01101
games,4,full,team,19,seed,0.6669,0.21,0.7349,2703,0.008109
games,4,hierarchy,team,19,seed,0.7261,0.1987,0.7354,3227,0.009681
games,6,chain,team,19,seed,0.8483,0.2081,0.8071,5205,0.015615
games,6,star,team,19,seed,0.6695,0.1371,0.6819,4709,0.014127
games,6,full,team,19,seed,0.5728,0.0859,0.7858,4467,0.013401
games,6,hierarchy,team,19,seed,0.6918,0.1847,0.8072,5098,0.015294
games,8,chain,team,19,seed,0.4929,0.1612,0.7057,5000,0.015
games,8,star,team,19,seed,0.4617,0.1363,0.8555,7405,0.022215
games,8,full,team,19,seed,0.5737,0.0634,0.7874,6707,0.020121
games,8,hierarchy,team,19,seed,0.7199,0.1925,0.841,6151,0.018453
games,1,none,single_llm,19,paraphrase,1.1475,0.4573,0.433,780,0.00234
games,4,none,ensemble,19,paraphrase,0.9662,0.3896,0.5887,2419,0.007257
games,6,none,ensemble,19,paraphrase,0.9587,0.2523,0.6526,4758,0.014274
games,8,none,ensemble,19,paraphrase,0.7972,0.3079,0.598,6069,0.018207
games,4,chain,team,19,paraphrase,0.8784,0.2554,0.6196,3413,0.010239
games,4,star,team,19,paraphrase,0.8723,0.2482,0.632,3425,0.010275
games,4,full,team,19,paraphrase,0.564,0.2424,0.6956,2828,0.008484
games,4,hierarchy,team,19,paraphrase,0.7358,0.2527,0.6878,3388,0.010164
games,6,chain,team,19,paraphrase,0.607,0.2739,0.7287,4465,0.013395
games,6,star,team,19,paraphrase,0.515,0.1388,0.7592,4629,0.013887
games,6,full,team,19,paraphrase,0.3344,0.1633,0.7096,5556,0.016668
games,6,hierarchy,team,19,paraphrase,0.4513,0.1571,0.7901,5451,0.016353
games,8,chain,team,19,paraphrase,0.5022,0.188,0.7558,4910,0.01473
games,8,star,team,19,paraphrase,0.3405,0.1721,0.8325,6121,0.018363
games,8,full,team,19,paraphrase,0.5068,0.2087,0.8703,6030,0.01809
games,8,hierarchy,team,19,paraphrase,0.545,0.2662,0.6689,7057,0.021171
games,1,none,single_llm,20,seed,1.0473,0.3561,0.533,723,0.002169
games,4,none,ensemble,20,seed,0.782,0.2638,0.7097,3158,0.009474
games,6,none,ensemble,20,seed,0.8266,0.2558,0.6317,5155,0.015465
games,8,none,ensemble,20,seed,0.8483,0.3385,0.7074,6106,0.018318
games,4,chain,team,20,seed,0.8069,0.2528,0.7132,3070,0.00921
games,4,star,team,20,seed,0.7341,0.1569,0.7495,3228,0.009684
games,4,full,team,20,seed,0.7496,0.1458,0.6879,2586,0.007758
games,4,hierarchy,team,20,seed,0.5741,0.1475,0.7523,2819,0.008457
games,6,chain,team,20,seed,0.5013,0.1438,0.7326,5434,0.016302
games,6,star,team,20,seed,0.5878,0.1454,0.7616,4592,0.013776
games,6,full,team,20,seed,0.5244,0.1481,0.7492,4817,0.014451
games,6,hierarchy,team,20,seed,0.3384,0.1632,0.8127,4665,0.013995
games,8,chain,team,20,seed,0.6783,0.1181,0.7759,6377,0.019131
games,8,star,team,20,seed,0.4366,0.1188,0.8004,6942,0.020826
games,8,full,team,20,seed,0.5544,0.1032,0.8458,5950,0.01785
games,8,hierarchy,team,20,seed,0.5433,0.1029,0.8395,7814,0.023442
games,1,none,single_llm,20,paraphrase,1.2617,0.2784,0.4716,898,0.002694
games,4,none,ensemble,20,paraphrase,1.0464,0.3224,0.6705,3355,0.010065
games,6,none,ensemble,20,paraphrase,1.0443,0.3332,0.7413,4972,0.014916
games,8,none,ensemble,20,paraphrase,0.9386,0.253,0.6539,7492,0.022476
games,4,chain,team,20,paraphrase,0.8316,0.3122,0.7062,3012,0.009036
games,4,star,team,20,paraphrase,0.7611,0.3074,0.7578,2652,0.007956
games,4,full,team,20,paraphrase,0.7085,0.3013,0.7293,2623,0.007869
games,4,hierarchy,team,20,paraphrase,0.9693,0.2873,0.7165,3081,0.009243
games,6,chain,team,20,paraphrase,0.7598,0.2131,0.772,5060,0.01518
games,6,star,team,20,paraphrase,0.6261,0.2106,0.7359,5301,0.015903
games,6,full,team,20,paraphrase,0.4851,0.1199,0.7853,5102,0.015306
games,6,hierarchy,team,20,paraphrase,0.6696,0.2311,0.7186,5177,0.015531
games,8,chain,team,20,paraphrase,0.5721,0.1938,0.7094,7693,0.023079
games,8,star,team,20,paraphrase,0.3532,0.2033,0.671,6330,0.01899
games,8,full,team,20,paraphrase,0.4533,0.0799,0.7845,6156,0.018468
games,8,hierarchy,team,20,paraphrase,0.3367,0.2269,0.8168,7353,0.022059
games,1,none,single_llm,21,seed,1.2538,0.3528,0.643,934,0.002802
games,4,none,ensemble,21,seed,1.036,0.2029,0.6621,3340,0.01002
games,6,none,ensemble,21,seed,0.601,0.2507,0.8264,5107,0.015321
games,8,none,ensemble,21,seed,0.9268,0.2175,0.7256,6644,0.019932
games,4,chain,team,21,seed,0.6484,0.1814,0.8033,3639,0.010917
games,4,star,team,21,seed,0.5809,0.2287,0.7657,3308,0.009924
games,4,full,team,21,seed,0.696,0.2098,0.7841,3651,0.010953
games,4,hierarchy,team,21,seed,0.7309,0.225,0.7183,3890,0.01167
games,6,chain,team,21,seed,0.6186,0.2033,0.6742,4405,0.013215
games,6,star,team,21,seed,0.6454,0.1562,0.6889,5298,0.015894
games,6,full,team,21,seed,0.4372,0.1812,0.7902,4898,0.014694
games,6,hierarchy,team,21,seed,0.6595,0.1188,0.725,4705,0.014115
games,8,chain,team,21,seed,0.5794,0.1001,0.6816,6927,0.020781
games,8,star,team,21,seed,0.3864,0.1076,0.7022,5965,0.017895
games,8,full,team,21,seed,0.4159,0.1405,0.7664,7460,0.02238
games,8,hierarchy,team,21,seed,0.3982,0.106,0.8619,6535,0.019605
games,1,none,single_llm,21,paraphrase,1.1972,0.4007,0.6047,917,0.002751
games,4,none,ensemble,21,paraphrase,0.882,0.3079,0.6154,2884,0.008652
games,6,none,ensemble,21,paraphrase,0.8915,0.2875,0.7184,5379,0.016137
games,8,none,ensemble,21,paraphrase,0.7905,0.2576,0.7299,6025,0.018075
games,4,chain,team,21,paraphrase,0.8689,0.2765,0.6515,2893,0.008679
games,4,star,team,21,paraphrase,0.9047,0.2437,0.812,3035,0.009105
games,4,full,team,21,paraphrase,0.7591,0.3257,0.6871,2592,0.007776
games,4,hierarchy,team,21,paraphrase,0.9087,0.2269,0.719,3012,0.009036
games,6,chain,team,21,paraphrase,0.6784,0.1967,0.7056,5015,0.015045
games,6,star,team,21,paraphrase,0.5008,0.1767,0.7273,4114,0.012342
games,6,full,team,21,paraphrase,0.5293,0.1895,0.7346,4669,0.014007
games,6,hierarchy,team,21,paraphrase,0.6196,0.1885,0.7692,5489,0.016467
games,8,chain,team,21,paraphrase,0.5302,0.2327,0.713,6633,0.019899
games,8,star,team,21,paraphrase,0.6832,0.2037,0.6663,6690,0.02007
games,8,full,team,21,paraphrase,0.62,0.1545,0.8148,5958,0.017874
games,8,hierarchy,team,21,paraphrase,0.3981,0.199,0.6572,6246,0.018738
games,1,none,single_llm,22,seed,1.393,0.2354,0.4604,717,0.002151
games,4,none,ensemble,22,seed,0.8924,0.2317,0.7339,3505,0.010515
games,6,none,ensemble,22,seed,0.8776,0.2346,0.7136,4386,0.013158
games,8,none,ensemble,22,seed,0.8529,0.1527,0.7801,7159,0.021477
games,4,chain,team,22,seed,0.7511,0.213,0.76,2284,0.006852
games,4,star,team,22,seed,0.7102,0.1855,0.7675,3426,0.010278
games,4,full,team,22,seed,0.6425,0.1244,0.7729,3221,0.009663
games,4,hierarchy,team,22,seed,0.7115,0.2065,0.812,2852,0.008556
games,6,chain,team,22,seed,0.5892,0.2263,0.6679,4886,0.014658
games,6,star,team,22,seed,0.4631,0.1299,0.7394,4718,0.014154
games,6,full,team,22,seed,0.6757,0.0742,0.7361,4175,0.012525
games,6,hierarchy,team,22,seed,0.7143,0.1362,0.7733,4606,0.013818
games,8,chain,team,22,seed,0.4022,0.1439,0.8879,7290,0.02187
games,8,star,team,22,seed,0.3614,0.1492,0.7534,5263,0.015789
games,8,full,team,22,seed,0.5186,0.1497,0.8573,6099,0.018297
games,8,hierarchy,team,22,seed,0.45,0.1633,0.8046,6148,0.018444
